transaction_id,tanggal,kode_barang,nama_produk,kategori,supplier,qty,harga_jual,hpp,total,profit,expense,payment_method,status,tahun,bulan,hari
50,2025-11-11 00:00:50.688746,A2441,ALAS PANAS BULAT,STATIONERY,MULTI GLOBAL TR,8,5000,4158.0,40000,6736.0,33264.0,Transfer,Proses,2025,11,11
51,2026-03-20 00:00:50.692094,P4467,PADDLE RAINBOW PEAK,ES,BENTORO ADISAND,8,2300,1725.0,18400,4600.0,13800.0,Tunai,Selesai,2026,3,20
52,2026-03-22 00:00:50.695739,R1306,REJOICE SHP RICH 12SX5ML,SABUN & SAMPHOO,"SUMBER SARI,CV",5,4200,3588.0,21000,3060.0,17940.0,Tunai,Selesai,2026,3,22
53,2025-08-18 00:00:50.699062,O0696,OR.LV APPEL 250ML BTL,MAKANAN,COLAMAS INDAH S,4,15500,14735.0,62000,3060.0,58940.0,Tunai,Selesai,2025,8,18
54,2026-01-18 00:00:50.703619,K3431,KIWI LSP NEUTRAL 30ML,SEMIR SEPATU,"SUMBER SARI,CV",9,7900,7118.0,71100,7038.0,64062.0,Transfer,Selesai,2026,1,18
55,2025-10-25 00:00:50.707236,C4207,CITRA HBL NOURISHED RADIANCE 120ML,MINUMAN,COLAMAS INDAH S,10,7400,6900.0,74000,5000.0,69000.0,Tunai,Selesai,2025,10,25
56,2025-11-09 00:00:50.711028,K2621,KOMODO MINI SAFARI 350G,MAKANAN,"BINTANG LIMA, P",10,17800,16900.0,178000,9000.0,169000.0,Tunai,Selesai,2025,11,9
57,2026-02-09 00:00:50.714701,L2533,LIFEBUOY ANTI DANDRUFF 170ML,ROKOK,a,6,11900,11900.0,71400,0.0,71400.0,Tunai,Selesai,2026,2,9
58,2025-09-14 00:00:50.719055,L2183,LIPSTIK LOUVRE 12,KOSMETIK,VS PERSADA,3,7500,5416.67,22500,6249.99,16250.01,Tunai,Proses,2025,9,14
59,2026-04-16 00:00:50.722820,M4613,MANDOM SHMPO STRW 120ML BTL,OBATAN,"TANESIA, PT",8,9200,8333.33,73600,6933.360000000001,66666.64,Transfer,Selesai,2026,4,16
60,2026-04-06 00:00:50.726571,K3141,KUKU BIMA  SASET,MINYAK GORENG,INDOMARCO,1,1000,583.33,1000,416.66999999999996,583.33,QRIS,Selesai,2026,4,6
61,2025-07-15 00:00:50.729793,L2310,LAMPU 2U BADALEX 20W,BISKUIT,PRIMA RINTIS SE,3,7000,5500.0,21000,4500.0,16500.0,Tunai,Proses,2025,7,15
62,2025-06-18 00:00:50.733116,C1495,DOLPHIN FRUITTY PUDDING 4SX 120GR,MANISAN,"INDOSINMA JAYA,",3,3400,0.36,10200,10198.92,1.08,Tunai,Selesai,2025,6,18
63,2025-07-31 00:00:50.740835,J1048,JELLY ISI 4 TICTAC,MANISAN,PT.YAFINDO  MIT,7,1800,1292.0,12600,3556.0,9044.0,Tunai,Proses,2025,7,31
64,2025-11-16 00:00:50.745066,E0047,EKONOMI 2KG BAG,DETERGEN,PT CITRA UTAMA,2,15100,14310.0,30200,1580.0,28620.0,QRIS,Selesai,2025,11,16
65,2025-07-31 00:00:50.748676,K3395,KINO CANDY 125G BARLEY MINT,BISKUIT,AKP[ANUGRAH KAR,7,4300,3875.0,30100,2975.0,27125.0,Tunai,Selesai,2025,7,31
66,2025-09-04 00:00:50.753166,V0245,VIT AIR MINERAL 1500ML BOTOL,MINUMAN,SUMBER CIPTA AG,8,2300,2066.67,18400,1866.6399999999994,16533.36,Tunai,Selesai,2025,9,4
67,2025-08-22 00:00:50.757700,B4315,BISKUAT ENERGI COKLAT 56G,DETERGEN,PRIMA RINTIS SE,5,2000,1315.0,10000,3425.0,6575.0,Tunai,Selesai,2025,8,22
68,2025-06-18 00:00:50.762059,C3698,CB MILK BATH NC 200ML,TANDAS,MITRA MANDIRI T,1,12600,11990.0,12600,610.0,11990.0,Tunai,Selesai,2025,6,18
69,2025-06-17 00:00:50.765714,A2186,ANTIS BTL STRAW 60ML,PEMBALUT WANITA,"BINTANG LIMA, P",2,4700,4257.0,9400,886.0,8514.0,Tunai,Selesai,2025,6,17
70,2026-01-16 00:00:50.770404,B4621,B&B KIDS SHMP TAZMANIA 100ML,SABUN & SAMPHOO,PT ANUGRAH PERK,9,5200,4675.0,46800,4725.0,42075.0,Transfer,Proses,2026,1,16
71,2026-04-05 00:00:50.773825,I1062,INJOY B.DIAPERS S10,SUSU,PT KARYA CITRA,6,9900,9450.0,59400,2700.0,56700.0,Transfer,Selesai,2026,4,5
72,2025-10-22 00:00:50.777442,D2320,D.C KCNG J0 150G,ROKOK,STAR MARA,5,11600,11000.0,58000,3000.0,55000.0,Tunai,Selesai,2025,10,22
73,2025-10-12 00:00:50.780568,G1309,GOOD DAY 50S20G MOCCINO,TEH & KOPI,PRIMA RINTIS SE,3,36900,35100.0,110700,5400.0,105300.0,Tunai,Selesai,2025,10,12
74,2026-01-18 00:00:50.783828,S3572,SARI 450ML LAICI,MINUMAN,SRIJAYA RAYA PE,1,11200,1.25,11200,11198.75,1.25,Transfer,Proses,2026,1,18
75,2026-03-02 00:00:50.787417,S1338,S/F BISC 800G MAJESTIC,BISKUIT,"INDOSINMA JAYA,",9,29500,4.0,265500,265464.0,36.0,Tunai,Selesai,2026,3,2
76,2026-04-08 00:00:50.790859,K1443,KISPRAY 3IN1 4SX24ML VIOLET,DETERGEN,"SUMBER SARI,CV",9,5200,4884.0,46800,2844.0,43956.0,Transfer,Selesai,2026,4,8
77,2025-07-09 00:00:50.793907,M4141,MAMY POKO PANTS XL12G,PEMBALUT WANITA,PRIMA RINTIS SE,5,42600,41326.88,213000,6365.600000000013,206634.4,Tunai,Selesai,2025,7,9
78,2025-07-25 00:00:50.797258,V1059,VASELIN  MEN H&B 100ML UV WHITENING,MINUMAN,COLAMAS INDAH S,9,15700,14900.0,141300,7200.0,134100.0,Tunai,Selesai,2025,7,25
79,2026-03-15 00:00:50.800289,P0911,PLEDGE FURNITURE 350GR LEMON,DETERGEN,PT. SUKSES JAYA,4,26900,25550.0,107600,5400.0,102200.0,Tunai,Selesai,2026,3,15
80,2026-03-11 00:00:50.804018,O0722,OOPS BUTTER 378G,MANISAN,PRINTIS PRIBADI,6,22800,21700.0,136800,6600.0,130200.0,Tunai,Selesai,2026,3,11
81,2025-09-03 00:00:50.807223,L1798,LIFEBUOY B.WASH 100ML MILD,DETERGEN,PRIMA RINTIS SE,9,4600,4250.0,41400,3150.0,38250.0,Tunai,Selesai,2025,9,3
82,2025-07-30 00:00:50.810500,K2314,KOTEX S&S 10+2 MAXI,PEMBALUT WANITA,ERA,1,4900,4409.0,4900,491.0,4409.0,Tunai,Selesai,2025,7,30
83,2025-09-24 00:00:50.813614,S0573,SAJIKU BUMBU 24G NASI GR UDANG,BUMBU,a,6,1600,1350.0,9600,1500.0,8100.0,Tunai,Selesai,2025,9,24
84,2026-04-05 00:00:50.817089,N1662,NESCAFE TUBRUK KOPI SUSU 6S,SUSU,PD BINTANG BARU,1,8200,7646.66,8200,553.3400000000001,7646.66,Tunai,Selesai,2026,4,5
85,2025-12-26 00:00:50.820739,D2542,DUMEX DUGRO 3-6 MADU 650GR,MINUMAN,MMP,6,64100,63460.0,384600,3840.0,380760.0,QRIS,Selesai,2025,12,26
86,2026-05-03 00:00:50.825040,M2479,MOMOGI STICK 16GX20S JG BAKAR,SNACK,SERAYA MAKMUR P,4,8600,8250.0,34400,1400.0,33000.0,Transfer,Selesai,2026,5,3
87,2025-08-15 00:00:50.828771,B1167,BODREX MIGRA,OBATAN,"BINTANG LIMA, P",4,1700,1308.0,6800,1568.0,5232.0,Tunai,Selesai,2025,8,15
88,2026-04-19 00:00:50.832460,P4727,PUDDING SUSU 500G CKLT,MANISAN,PT.MULTIBOGA AR,2,6600,6138.88,13200,922.2399999999998,12277.76,Tunai,Selesai,2026,4,19
89,2026-04-27 00:00:50.836965,C4122,CUMFY DRY CL S10,TEH & KOPI,"BINTANG LIMA, P",8,10300,9751.0,82400,4392.0,78008.0,Tunai,Selesai,2026,4,27
90,2026-03-29 00:00:50.841717,R1776,REXONA LOTION 40G MEN ICE COOL,SABUN & SAMPHOO,PRIMA RINTIS SE,9,10900,10450.0,98100,4050.0,94050.0,Tunai,Selesai,2026,3,29
91,2025-06-29 00:00:50.845521,B4427,BENDICO COCOA 90G,MINUMAN,a,3,12400,11781.0,37200,1857.0,35343.0,Tunai,Proses,2025,6,29
92,2025-08-24 00:00:50.848792,C4172,CLAER KAYU 36W KIKO,MINUMAN,GAJAH MADA,8,34000,30000.0,272000,32000.0,240000.0,Tunai,Selesai,2025,8,24
93,2026-01-17 00:00:50.852209,K2053,KIT LEATHER CARE LOT 275ML,DETERGEN,PT. SUKSES JAYA,3,25500,24250.0,76500,3750.0,72750.0,Tunai,Selesai,2026,1,17
94,2025-07-26 00:00:50.855515,K3474,KIWI WAX RICH S&P BROWN 75ML,TANDAS,COLAMAS INDAH S,9,15900,15136.33,143100,6873.030000000001,136226.97,Tunai,Selesai,2025,7,26
95,2026-02-13 00:00:50.858874,U0149,UVENON DE-ARTISTIC 160ML UNGU,PARFUM,ENSEVAL PUTERA,7,41600,39564.0,291200,14252.0,276948.0,Tunai,Selesai,2026,2,13
96,2025-06-13 00:00:50.861915,T2613,TOTAL BUNGA 1000G,BISKUIT,INDOMARCO,9,3900,3435.07,35100,4184.369999999999,30915.63,Tunai,Selesai,2025,6,13
97,2025-06-01 00:00:50.865122,P4950,PEPSODENT SENSITIVE EXPERT,PASTA & S-GIGI,COLAMAS INDAH S,4,16500,15600.0,66000,3600.0,62400.0,Transfer,Selesai,2025,6,1
98,2025-11-09 00:00:50.869852,W0727,WHINSPER ULTRA 8S H.WING,PAMPERS,"SUMBER SARI,CV",5,10200,9450.0,51000,3750.0,47250.0,Tunai,Selesai,2025,11,9
99,2025-10-20 00:00:50.873500,M4411,MIE ALHAMI UDANG 5SX65G,ROKOK,a,6,4900,4437.5,29400,2775.0,26625.0,Tunai,Selesai,2025,10,20
100,2025-10-13 00:00:50.876614,F1314,FUNNY BEE BURGER 24SX10G,BISKUIT,PT.SUKSES JAYA,9,9900,9360.0,89100,4860.0,84240.0,Tunai,Selesai,2025,10,13
101,2026-01-26 00:00:50.879927,P4312,PG SILICONE STEP3,KOSMETIK,PT KARYA CITRA,2,17000,15400.0,34000,3200.0,30800.0,Tunai,Selesai,2026,1,26
102,2026-04-30 00:00:50.882897,H0355,HOME SARDIN 155G TOMATO,MAKANAN KALENG,"BINTANG LIMA, P",4,2300,1750.0,9200,2200.0,7000.0,Tunai,Proses,2026,4,30
103,2026-05-22 00:00:50.886480,T2477,TARO NET CHEESE BURGER 12G,SNACK,PRIMA RINTIS SE,6,1300,1159.0,7800,846.0,6954.0,Tunai,Proses,2026,5,22
104,2025-08-22 00:00:50.890297,P2006,PAGODA PAST 20G MINT,PERMEN,"DOS NI ROHA, PT",10,3200,2833.33,32000,3666.7000000000007,28333.3,Transfer,Selesai,2025,8,22
105,2025-08-04 00:00:50.893425,C3775,CERMIN BULAT KECILNO 007,MINUMAN,MULTI GLOBAL TR,4,4500,3181.0,18000,5276.0,12724.0,Tunai,Proses,2025,8,4
106,2026-05-29 00:00:50.896710,S6743,SANIC CF9 SET FNER GIZING,PARFUM,BENTORO ADISAND,4,19700,18150.0,78800,6200.0,72600.0,Tunai,Selesai,2026,5,29
107,2025-06-04 00:00:50.899718,L2457,LOREAL SHP COLORVIVE 375ML,KOSMETIK,"BINTANG LIMA, P",2,33500,31900.0,67000,3200.0,63800.0,Tunai,Selesai,2025,6,4
108,2026-02-04 00:00:50.903143,R0911,RAPIKA BIANG BOX 4SX25ML C.BLUE,DETERGEN,PT CITRA UTAMA,1,4400,4125.0,4400,275.0,4125.0,Transfer,Selesai,2026,2,4
109,2026-05-16 00:00:50.907370,W0856,WALLS NEOPOLITANA,ES,BENTORO ADISAND,2,32000,21600.0,64000,20800.0,43200.0,QRIS,Selesai,2026,5,16
110,2026-04-26 00:00:50.911785,G0694,GLADE AERO 250ML WILD LAVENDER,PARFUM,PT.SUKSES JAYA,6,10800,10250.0,64800,3300.0,61500.0,Tunai,Selesai,2026,4,26
111,2026-01-31 00:00:50.914961,P4923,PANTENE SMPHO SMOOTH 340ML,SABUN & SAMPHOO,"SUMBER SARI,CV",9,31400,29814.0,282600,14274.0,268326.0,Tunai,Selesai,2026,1,31
112,2025-06-24 00:00:50.918614,K3308,KODOMO B.WASH STRAW 200ML,MINUMAN,PT CITRA UTAMA,5,10300,9612.0,51500,3440.0,48060.0,Tunai,Selesai,2025,6,24
113,2026-02-12 00:00:50.921774,S7144,SUPER BIRD NEST 300ML,SUSU,"MAKP, PT",8,4200,0.52,33600,33595.84,4.16,Tunai,Proses,2026,2,12
114,2026-03-26 00:00:50.925019,V0208,VIDORAN SMART 30S,OBATAN,"TEMPO, PT",9,8300,7909.0,74700,3519.0,71181.0,Transfer,Selesai,2026,3,26
115,2025-08-10 00:00:50.928375,K3151,KAPAL API SPESIAL MIX 5X25G,TEH & KOPI,PRIMA RINTIS SE,10,3600,3315.0,36000,2850.0,33150.0,Tunai,Selesai,2025,8,10
116,2026-01-28 00:00:50.931796,Z0089,ZWITSAL SHP 100ML CLASSIC,PRODUCT BAYI,"SUMBER SARI,CV",8,7900,7110.0,63200,6320.0,56880.0,Tunai,Selesai,2026,1,28
117,2025-11-05 00:00:50.935390,B2314,BUSA PIRING 4S (8B59MGT),ALAT RUMAH TANGGA,MULTI GLOBAL TR,8,3500,2346.0,28000,9232.0,18768.0,Transfer,Selesai,2025,11,5
118,2026-04-14 00:00:50.939083,S5345,SANIC CF9 SET RELAXING,PARFUM,BENTORO ADISAND,4,19700,18150.0,78800,6200.0,72600.0,QRIS,Selesai,2026,4,14
119,2025-06-29 00:00:50.942128,H0132,ASW CREAM CRAC(HATARI),BISKUIT,PT.YAFINDO  MIT,2,4700,4314.44,9400,771.1200000000008,8628.88,QRIS,Selesai,2025,6,29
120,2025-12-02 00:00:50.945433,N1522,NANONANO SALSA 130G,BISKUIT,SRIJAYA RAYA PE,7,4000,3127.0,28000,6111.0,21889.0,Transfer,Proses,2025,12,2
121,2025-11-03 00:00:50.948513,U0063,ULTRA MILK 250ML PLAIN,SUSU,PT.MULTIBOGA AR,7,3800,3510.0,26600,2030.0,24570.0,Transfer,Proses,2025,11,3
122,2026-05-05 00:00:50.951906,A0570,ANDEC BONETO 1+350 MADU,SUSU,STARTMARA PRATA,8,35200,34800.0,281600,3200.0,278400.0,Tunai,Selesai,2026,5,5
123,2026-05-01 00:00:50.955166,C3051,CLOUD 9 CHOOEY CHOCO 50S,COKELAT,COLAMAS INDAH S,2,9000,8600.0,18000,800.0,17200.0,Tunai,Selesai,2026,5,1
124,2025-12-10 00:00:50.958543,S4315,SAORI SAUS TERIYAKI 140ML,KECAP & SAUCE,a,7,6900,6400.0,48300,3500.0,44800.0,Tunai,Selesai,2025,12,10
125,2026-01-25 00:00:50.963993,C3719,CALCULATOR CITIZEN CT 612VII,STATIONERY,a,2,71000,61500.0,142000,19000.0,123000.0,Transfer,Selesai,2026,1,25
126,2026-02-24 00:00:50.967694,M1469,MORIN JEM 330GR MIXED FRUIT,SLAI/JAM,SERAYA MAKMUR P,4,17400,16600.0,69600,3200.0,66400.0,Transfer,Selesai,2026,2,24
127,2025-10-15 00:00:50.971187,B0063,B29 DET PW1000 800G C.JASMINE,DETERGEN,a,9,10900,10395.0,98100,4545.0,93555.0,Tunai,Selesai,2025,10,15
128,2025-10-28 00:00:50.974581,G0897,GOOD DAY FREEZE 5SX30 G MOCAFRIO,TEH & KOPI,PRINTIS PRIBADI,3,5000,4743.83,15000,768.5100000000002,14231.49,Tunai,Selesai,2025,10,28
129,2026-01-10 00:00:50.978102,S6835,SENDAL COWOK 318+7,KOSMETIK,GAJAH MADA,3,13500,10000.0,40500,10500.0,30000.0,Transfer,Proses,2026,1,10
130,2026-01-25 00:00:50.981669,A2403,ABC KICAP MANIS 275ML BTL,MINYAK GORENG,SERAYA MAKMUR P,8,9300,8812.5,74400,3900.0,70500.0,Transfer,Proses,2026,1,25
131,2025-10-18 00:00:50.985661,L2218,LAURIER SOFT CARE 20PADS,PEMBALUT WANITA,LESTARI MANDIRI,2,11300,10700.0,22600,1200.0,21400.0,QRIS,Selesai,2025,10,18
132,2026-04-12 00:00:50.990354,J0372,JF SULFUR ACNE PREVENTION 65G,SABUN & SAMPHOO,"BINTANG LIMA, P",9,5200,4800.0,46800,3600.0,43200.0,Tunai,Selesai,2026,4,12
133,2025-07-03 00:00:50.993823,C0044,CB SOAP 75G N.CARE,PRODUCT BAYI,MULTI GLOBAL TR,1,2100,1952.5,2100,147.5,1952.5,QRIS,Proses,2025,7,3
134,2026-05-25 00:00:50.997266,N1609,NESCAFE 3IN1 25SX16G ORIGINAL,TEH & KOPI,"BINTANG BARU, P",9,23200,22061.33,208800,10248.029999999984,198551.97000000003,QRIS,Selesai,2026,5,25
135,2026-01-31 00:00:51.001630,S7238,SUPER COMPFORT 6S ULTRA SLIM WING,PAMPERS,PRIMA RINTIS SE,2,5200,4873.83,10400,652.3400000000001,9747.66,Tunai,Selesai,2026,1,31
136,2025-11-05 00:00:51.004844,S2794,SUPER PELL 400ML REF GREEN,DETERGEN,PRIMA RINTIS SE,3,4200,3766.66,12600,1300.0200000000004,11299.98,Transfer,Selesai,2025,11,5
137,2025-09-28 00:00:51.008214,P3401,PARAMEX FLU DAN BATUK 4TBLT,OBATAN,"BINTANG LIMA, P",8,1800,1279.0,14400,4168.0,10232.0,Tunai,Selesai,2025,9,28
138,2025-11-08 00:00:51.011298,C0180,C.KIDS SHP 250ML ORANGE,PRODUCT BAYI,MITRA MANDIRI T,4,7700,7001.0,30800,2796.0,28004.0,Tunai,Proses,2025,11,8
